"name","nok","usd","sector","ownership","country","id","type","voting"
"Kinaxis Inc","300188087","34041492","Technology","0.89","Canada","708","equities","0.89"
"KnowBe4 Inc","27412562","3108599","Technology","0.08","United States","8306","equities","0.01"
"Kulicke & Soffa Industries Inc","252550425","28639355","Technology","0.76","United States","8318","equities","0.76"
"Kyndryl Holdings Inc","308338730","34965779","Technology","0.86","United States","8320","equities","0.86"
"LPKF Laser & Electronics AG","34526470","3915320","Technology","0.72","Germany","1964","equities","0.72"
"Lagercrantz Group AB","19107226","2166770","Technology","0.07","Sweden","5973","equities","0.05"
"Lam Research Corp","8774431506","995025289","Technology","0.98","United States","8325","equities","0.98"
"Lattice Semiconductor Corp","1023514998","116067156","Technology","1.1","United States","8331","equities","1.1"
"Lectra","53906392","6113014","Technology","0.34","France","1761","equities","0.34"
"Leidos Holdings Inc","1116566904","126619292","Technology","1.01","United States","8338","equities","1.01"
"Lightspeed Commerce Inc","412299745","46755015","Technology","0.78","Canada","713","equities","0.78"
"Limeade Inc","22624634","2565646","Technology","2.97","United States","8358","equities","2.97"
"LivePerson Inc","147722283","16751787","Technology","0.66","United States","8370","equities","0.66"
"LiveRamp Holdings Inc","264645102","30010898","Technology","0.92","United States","8371","equities","0.92"
"Logitech International SA","967603317","109726741","Technology","0.75","Switzerland","6121","equities","0.75"
"Logo Yazilim Sanayi Ve Ticaret AS","103791560","11770019","Technology","3.76","Turkey","6831","equities","3.76"
"MACOM Technology Solutions Holdings Inc","233830716","26516530","Technology","0.49","United States","8388","equities","0.49"
"Magnachip Semiconductor Corp","49299606","5590602","Technology","0.57","United States","8395","equities","0.57"
"Magnite Inc","183755603","20837985","Technology","0.9","United States","8396","equities","0.9"
"Majorel Group Luxembourg SA","191481611","21714118","Technology","0.68","Luxembourg","4753","equities","0.68"
"Mandiant Inc","301040798","34138190","Technology","0.81","United States","8399","equities","0.81"
"Manhattan Associates Inc","882561958","100083004","Technology","1.02","United States","8400","equities","1.02"
"Manz AG","13512960","1532377","Technology","0.35","Germany","1965","equities","0.35"
"Marvell Technology Inc","5614174060","636650382","Technology","0.86","United States","8416","equities","0.86"
"Match Group Inc","2797277052","317212734","Technology","0.85","United States","8422","equities","0.85"
"MaxLinear Inc","499584671","56653173","Technology","0.98","United States","8431","equities","0.98"
"McAfee Corp","227","26","Technology","0","United States","8433","equities","0"
"MediaAlpha Inc","217847283","24704000","Technology","2.66","United States","8440","equities","2.66"
"Melexis NV","477064030","54099320","Technology","1.12","Belgium","415","equities","1.12"
"Meta Platforms Inc","83016039021","9414063824","Technology","1.01","United States","8457","equities","0.43"
"Methode Electronics Inc","175480127","19899542","Technology","1.09","United States","8458","equities","1.09"
"Micro Focus International PLC","21638410","2453807","Technology","0.13","United Kingdom","7094","equities","0.13"
"MicroStrategy Inc","488108464","55351764","Technology","0.92","United States","8468","equities","0.35"
"MicroVision Inc","13795680","1564438","Technology","0.19","United States","8470","equities","0.19"
"Microchip Technology Inc","4081479197","462841953","Technology","0.96","United States","8465","equities","0.96"
"Micron Technology Inc","9124372635","1034708803","Technology","0.99","United States","8466","equities","0.99"
"Microsoft Corp","210468180452","23867205748","Technology","0.95","United States","8467","equities","0.95"
"Mimecast Ltd","390079184","44235191","Technology","0.83","Jersey","8474","equities","0.83"
"Mitek Systems Inc","6996660","793425","Technology","0.1","United States","8477","equities","0.1"
"Momentive Global Inc","360209076","40847904","Technology","1.3","United States","8485","equities","1.3"
"Monday.com Ltd","2722","309","Technology","0","Israel","8486","equities","0"
"Moneysupermarket.com Group PLC","262827161","29804742","Technology","1.9","United Kingdom","7099","equities","1.9"
"MongoDB Inc","2391376208","271183358","Technology","0.77","United States","8488","equities","0.77"
"Monolithic Power Systems Inc","1692131213","191888597","Technology","0.84","United States","8489","equities","0.84"
"Muehlbauer Holding AG","5734459","650291","Technology","0.07","Germany","1973","equities","0.07"
"Mycronic AB","324994108","36854508","Technology","1.62","Sweden","5984","equities","1.62"
"N-able Inc","33033501","3746017","Technology","0.19","United States","8510","equities","0.19"
"NCC Group PLC","145635564","16515152","Technology","1.69","United Kingdom","7110","equities","1.69"
"NCR Corp","434390119","49260075","Technology","0.93","United States","8527","equities","0.93"
"NVIDIA Corp","54055118482","6129879737","Technology","0.83","United States","8586","equities","0.83"
"NXP Semiconductors NV","4218855110","478420456","Technology","0.79","Netherlands","8588","equities","0.79"
"Nagarro SE","279245486","31666589","Technology","1","Germany","1975","equities","1"
"National Instruments Corp","520687167","59046207","Technology","1.03","United States","8519","equities","1.03"
"Nemetschek SE","333473437","37816069","Technology","0.26","Germany","1976","equities","0.26"
"NetApp Inc","1761749339","199783330","Technology","0.98","United States","8533","equities","0.98"
"NetScout Systems Inc","232868376","26407400","Technology","1.08","United States","8536","equities","1.08"
"Netcompany Group A/S","707781004","80262750","Technology","1.49","Denmark","1545","equities","1.49"
"Neurones","31695157","3594248","Technology","0.34","France","1774","equities","0.2"
"New Relic Inc","512598295","58128925","Technology","0.81","United States","8543","equities","0.81"
"New Work SE","185166789","20998014","Technology","1.51","Germany","1977","equities","1.51"
"Nextdoor Holdings Inc","49095812","5567492","Technology","0.18","United States","8555","equities","0.02"
"NortonLifeLock Inc","1006284212","114113175","Technology","0.75","United States","8572","equities","0.75"
"Novanta Inc","484430928","54934730","Technology","0.88","Canada","8575","equities","0.88"
"Nuance Communications Inc","1315157442","149139567","Technology","0.84","United States","8580","equities","0.84"
"Nutanix Inc","606169564","68739957","Technology","0.99","United States","8582","equities","0.91"
"ON Semiconductor Corp","3321544641","376664963","Technology","1.29","United States","8608","equities","1.29"
"OVH Groupe SAS","61677584","6994271","Technology","0.13","France","1779","equities","0.13"
"Okta Inc","2171141307","246208601","Technology","0.71","United States","8596","equities","0.5"
"Olo Inc","5288724","599744","Technology","0.02","United States","8604","equities","0"
"Onto Innovation Inc","106667701","12096175","Technology","0.24","United States","8612","equities","0.24"
"Open Text Corp","1180800249","133903388","Technology","1.04","Canada","736","equities","1.04"
"Oracle Corp","8055470752","913494750","Technology","0.39","United States","8618","equities","0.39"
"PROS Holdings Inc","83930436","9517757","Technology","0.62","United States","8740","equities","0.62"
"PSI Software AG","13464825","1526918","Technology","0.18","Germany","1986","equities","0.18"
"PTC Inc","865519667","98150399","Technology","0.69","United States","8747","equities","0.69"
"PVA TePla AG","85254594","9667917","Technology","0.93","Germany","1988","equities","0.93"
"PagerDuty Inc","186626220","21163515","Technology","0.71","United States","8646","equities","0.71"
"Palantir Technologies Inc","2313796985","262385832","Technology","0.72","United States","8648","equities","0.5"
"Palo Alto Networks Inc","5145444293","583496172","Technology","1.06","United States","8649","equities","1.06"
"Parsons Corp","120315386","13643830","Technology","0.4","United States","8656","equities","0.4"
"Paycom Software Inc","1332273903","151080583","Technology","0.61","United States","8662","equities","0.61"
"Pegasystems Inc","393671571","44642570","Technology","0.49","United States","8668","equities","0.49"
"Perficient Inc","505446236","57317877","Technology","1.35","United States","8679","equities","1.35"
"Performance Technologies IT Solutions","6081885","689689","Technology","0.94","Greece","2078","equities","0.94"
"Pharmagest Interactive","125112020","14187771","Technology","0.87","France","1783","equities","0.87"
"Pinterest Inc","1530661052","173577793","Technology","0.73","United States","8697","equities","0.2"
"Pixelworks Inc","11019348","1249600","Technology","0.53","United States","8699","equities","0.53"
"Plexus Corp","245952446","27891141","Technology","1.04","United States","8706","equities","1.04"
"Pointpack PL SA","4700059","532989","Technology","3","Poland","4947","equities","3"
"Power Integrations Inc","394158892","44697832","Technology","0.8","United States","8715","equities","0.8"
"Pricer AB","6507139","737913","Technology","0.25","Sweden","6001","equities","0.24"
"Procore Technologies Inc","342903233","38885412","Technology","0.37","United States","8731","equities","0.37"
"Profile Systems & Software SA","19855778","2251656","Technology","2.77","Greece","2082","equities","2.77"
"Progress Software Corp","195898219","22214964","Technology","1.05","United States","8734","equities","1.05"
"Prosus NV","17461436621","1980136378","Technology","1.14","Netherlands","4760","equities","0.74"
"Pure Storage Inc","634706466","71976057","Technology","0.76","United States","8753","equities","0.76"
"Q2 Holdings Inc","356877240","40470072","Technology","0.9","United States","8755","equities","0.9"
"QT Group Oyj","600313241","68075847","Technology","1.78","Finland","1637","equities","1.78"
"QUALCOMM Inc","19567515727","2218966890","Technology","1.08","United States","8758","equities","1.08"
"Qorvo Inc","1467326988","166395676","Technology","0.97","United States","8756","equities","0.97"
"Quadient SA","202865711","23005082","Technology","3.06","France","1786","equities","3.06"
"Qualtrics International Inc","244515122","27728147","Technology","0.14","United States","8759","equities","0.02"
"Qualys Inc","266869843","30263185","Technology","0.57","United States","8760","equities","0.57"
"Quest Holdings SA","67128793","7612441","Technology","1","Greece","2083","equities","1"
"R22 SA","75821638","8598215","Technology","4.79","Poland","4955","equities","4.79"
"Rambus Inc","282359577","32019729","Technology","1","United States","8772","equities","1"
"Rapid7 Inc","516323488","58551363","Technology","0.88","United States","8773","equities","0.88"
"RealNetworks Inc","1651474","187278","Technology","0.41","United States","8780","equities","0.41"
"Relatech SpA","14983816","1699173","Technology","1.41","Italy","2910","equities","1.41"
"Reply SpA","887442174","100636424","Technology","1.32","Italy","2911","equities","0.95"
"RingCentral Inc","51053457","5789490","Technology","0.03","United States","8815","equities","0.02"
"Rogers Corp","899359775","101987886","Technology","1.99","United States","8825","equities","1.99"
"Roper Technologies Inc","3760160641","426404255","Technology","0.82","United States","8829","equities","0.82"
"S&T AG","185711211","21059752","Technology","1.91","Austria","1995","equities","1.91"
"SAP SE","29076111652","3297246822","Technology","1.89","Germany","1998","equities","1.89"
"SOITEC","1117235352","126695094","Technology","1.47","France","1806","equities","1.14"
"SPS Commerce Inc","396341177","44945304","Technology","0.88","United States","8960","equities","0.88"
"SS&C Technologies Holdings Inc","1614671519","183104625","Technology","0.88","United States","8963","equities","0.88"
"STMicroelectronics NV","7970750686","903887448","Technology","2.01","Netherlands","1813","equities","2.01"
"SUESS MicroTec SE","44118937","5003111","Technology","1.1","Germany","2022","equities","1.1"
"SUSE SA","179941401","20405452","Technology","0.26","Luxembourg","2023","equities","0.26"
"Sabaf SpA","48135220","5458560","Technology","1.73","Italy","2913","equities","1.36"
"Sage Group PLC/The","465087275","52741149","Technology","0.45","United Kingdom","7173","equities","0.45"
"Sailpoint Technologies Holdings Inc","317958880","36056709","Technology","0.8","United States","8849","equities","0.8"
"Samsara Inc","159862591","18128504","Technology","0.13","United States","8852","equities","0.01"
"Sanmina Corp","249281629","28268672","Technology","1.06","United States","8855","equities","1.06"
"ScanSource Inc","67781104","7686414","Technology","0.85","United States","8860","equities","0.85"
"Schrodinger Inc/United States","152309879","17272023","Technology","0.7","United States","8865","equities","0.8"
"Science Applications International Corp","397990432","45132331","Technology","0.95","United States","8866","equities","0.95"
"Scout24 SE","1034456699","117307950","Technology","2.01","Germany","2002","equities","2.01"
"Seagate Technology Holdings PLC","1904702184","215994260","Technology","0.86","Ireland","8871","equities","0.86"
"Seco SpA","43834939","4970906","Technology","0.44","Italy","2922","equities","0.29"
"Secunet Security Networks AG","147176999","16689951","Technology","0.55","Germany","2003","equities","0.55"
"Semtech Corp","450313018","51065740","Technology","0.89","United States","8883","equities","0.89"
"ServiceNow Inc","9589644284","1087470860","Technology","0.84","United States","8889","equities","0.84"
"Sesa SpA","478099423","54216734","Technology","1.77","Italy","2924","equities","1.77"
"Shoper SA","47775131","5417726","Technology","1.11","Poland","4964","equities","1.13"
"Shopify Inc","13736692080","1557748328","Technology","0.9","Canada","757","equities","0.48"
"Shutterstock Inc","220921966","25052671","Technology","0.62","United States","8899","equities","0.62"
"SiTime Corp","31985768","3627203","Technology","0.06","United States","8918","equities","0.06"
"Silicon Laboratories Inc","542368688","61504903","Technology","0.74","United States","8904","equities","0.74"
"Siltronic AG","886659090","100547621","Technology","2.08","Germany","2010","equities","2.08"
"Silvair Inc","4013241","455104","Technology","1.76","United States","8906","equities","1.35"
"SimCorp A/S","652497913","73993617","Technology","1.67","Denmark","1557","equities","1.67"
"Sinch AB","1248869552","141622484","Technology","1.45","Sweden","6016","equities","1.45"
